# Updated at 2025-04-02T04:55:55.771803
Title|Link|Discounted Price|Original Price|Discount
ARMS NOTE Long Range Joshi Kosei 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149538-R|10,980 JPY|26,400 JPY|58.41%
Jujutsu Kaisen Satoru Gojo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-123493-R|15,980 JPY|19,690 JPY|18.84%
Fate/Grand Order Saber/Altria Pendragon [Alter] Heroic Spirit Traveling Outfit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-125441-R|7,370 JPY|16,800 JPY|56.13%
Fate/Grand Order Lancer/Ereshkigal 1/7 Complete Figure [Aniplex+ Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-055673-R|14,470 JPY|19,000 JPY|23.84%
Goddess of Victory: Nikke Shifty 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-167458-R|18,820 JPY|23,100 JPY|18.53%
Nekopara Vanilla Chinese Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-129305-R|11,680 JPY|17,800 JPY|34.38%
[Manufacture Error Product] Azur Lane St. Louis 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150731-R|10,360 JPY|30,580 JPY|66.12%
Nekopara Chocola Chinese Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-129304-R|13,580 JPY|17,800 JPY|23.71%
PHANTASY STAR ONLINE 2 es Cool Breeze Gene [Summer Vacation] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169011-R|22,480 JPY|23,100 JPY|2.68%
DRACU-RIOT! Erina Olegovna Aveen 1/7 Complete Figure AmiAmi Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-149885-R|13,830 JPY|26,400 JPY|47.61%
Azur Lane Takao Beach Rhapsody Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-049920-R|8,550 JPY|14,080 JPY|39.28%
Blue Archive Sunaookami Shiroko (Swimsuit) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157525-R|11,180 JPY|14,500 JPY|22.9%
Touhou Project Special Arc - Eternally Scarlet Infant Moon "Remilia Scarlet" - Gungnir ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-1837-R|8,670 JPY|10,780 JPY|19.57%
Character Vocal Series 01 Hatsune Miku Tony ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-2029-R|6,580 JPY|9,219 JPY|28.63%
Nekopara Coconut Race Queen ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136104-R|12,380 JPY|19,800 JPY|37.47%
Hatsune Miku x MTV 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162452-R|20,780 JPY|27,500 JPY|24.44%
Majo no Tabitabi Elaina 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-120891-R|8,770 JPY|18,480 JPY|52.54%
KDcolle Fate/Kaleid Liner Prisma Illya: Licht - The Nameless Girl Illyasviel von Einzbern: Saber/Altria Ver. 1/7|https://www.amiami.com/eng/detail/?gcode=FIGURE-131750-R|17,980 JPY|23,650 JPY|23.97%
Hololive Production Shirogane Noel 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-163571-R|25,650 JPY|29,800 JPY|13.93%
Azur Lane Perseus Unfamiliar Duties Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-159020-R|29,270 JPY|30,580 JPY|4.28%
[Bonus] Girls' Frontline OTs-14 Divinely-Favoured Beauty Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157173-R|17,080 JPY|20,900 JPY|18.28%
[Bonus] Dai Kasshoku Jidai Philena Waal 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157360-R|17,080 JPY|19,800 JPY|13.74%
Goblin Slayer High Elf Archer 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162307-R|17,980 JPY|22,800 JPY|21.14%
COMIC Aun Nagi Nanami Illustrated by Kurehito Misaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158342-R|18,380 JPY|23,100 JPY|20.43%
Azur Lane Littorio Calabria Aurea 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154450-R|16,280 JPY|30,800 JPY|47.14%
Fate/stay night - Saber Lily -Distant Avalon- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-017764-R|4,820 JPY|13,037 JPY|63.03%
Overlord Albedo Negligee Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166083-R|17,980 JPY|23,000 JPY|21.83%
Fate/Grand Order Caster/Altria Caster 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-154717-R|19,780 JPY|22,000 JPY|10.09%
Daiki Kase Illustration "Shagami JK-san" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-137633-R|13,580 JPY|19,580 JPY|30.64%
Maina Hayakawa Illustrated by oohhya 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157219-R|15,120 JPY|19,800 JPY|23.64%
[Bonus] Kinokonomi Campus An Ichinose 1/7 Complete Figure (Native Online Shop, FANZA Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-160430-R|17,180 JPY|23,100 JPY|25.63%
Re:ZERO -Starting Life in Another World- Echidna Wedding Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144790-R|11,840 JPY|22,800 JPY|48.07%
Girls' Frontline Suomi KP-31 Korvatunturi Pixie Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149883-R|20,980 JPY|29,233 JPY|28.23%
Echocalypse Leviathan: Striking Grace ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161199-R|29,680 JPY|29,700 JPY|0.07%
Ikkitousen - Unchou Kan-u LTD DX ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=HOB-FIG-7283-R|4,480 JPY|7,150 JPY|37.34%
Sword Art Online Yuuki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-611316-R|7,610 JPY|16,280 JPY|53.26%
NieR:Automata Ver1.1a 2B 1/7 Complete Figure Deluxe Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-158378-R|19,180 JPY|26,000 JPY|26.23%
"DF" Series Rufia 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-124031-R|10,740 JPY|19,800 JPY|45.76%
Valkyria Chronicles - Selvaria Bles Bunny Spy Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-035454-R|17,980 JPY|18,150 JPY|0.94%
Atelier Ryza: Ever Darkness & the Secret Hideout Ryza (Reisalin Stout) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146823-R|13,950 JPY|23,980 JPY|41.83%
Fate/Grand Order Alter Ego/Souji Okita [Alter] -Absolute Blade: Endless Three Stage- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-058762-R|16,360 JPY|24,800 JPY|34.03%
"Girls' Frontline" M950A The Warbler And The Rose -Damaged Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156862-R|24,180 JPY|31,900 JPY|24.2%
TV Anime "My Dress-Up Darling" "Marin Liz ver." 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166266-R|13,980 JPY|24,200 JPY|42.23%
Nekopara Chocola -Dress up time- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139020-R|17,080 JPY|22,660 JPY|24.62%
Movie "Fate/stay night [Heaven's Feel]" Sakura Matou Makiri's Grail Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152801-R|23,280 JPY|33,880 JPY|31.29%
Noripro Tamaki inuyama 1/7 scale figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169432-R|1,180 JPY|3,520 JPY|66.48%
Fate/stay night - Saber TYPE-MOON RACING Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-027027-R|12,450 JPY|13,037 JPY|4.5%
Hatsune Miku -Project DIVA- 2nd - Hatsune Miku Orange Blossom Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-017911-R|15,280 JPY|17,600 JPY|13.18%
Blue Archive Shiromi Iori 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162311-R|22,140 JPY|24,750 JPY|10.55%
Azur Lane St. Louis 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-058747-R|11,500 JPY|30,580 JPY|62.39%
Hanikami Kanojo Shinoha Kurumi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175472-R|19,780 JPY|24,200 JPY|18.26%
Azur Lane Graf Zeppelin Beachside Urd Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-134967-R|12,980 JPY|25,080 JPY|48.25%
Azur Lane Tosa Hometown Zest 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166869-R|23,380 JPY|30,800 JPY|24.09%
KDcolle Fate/Grand Order Saber/Altria Pendragon [Lily] Festival Portrait Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-132048-R|9,880 JPY|19,800 JPY|50.1%
PRISMA WING Fate/kaleid liner Prisma Illya Illyasviel Von Einzbern 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138085-R|14,880 JPY|25,300 JPY|41.19%
KDcolle Overlord Albedo restraint ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165437-R|25,180 JPY|25,300 JPY|0.47%
Saekano: How to Raise a Boring Girlfriend Fine Megumi Kato First Meeting Outfit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-053877-R|16,470 JPY|19,000 JPY|13.32%
Sword Art Online Asuna Undine Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-125959-R|13,050 JPY|20,680 JPY|36.9%
Arknights Ifrit: Elite 2 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-132042-R|12,980 JPY|25,600 JPY|49.3%
Fullmetal Daemon Muramasa - Muramasa Sansei Bunny Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-011058-R|9,780 JPY|12,980 JPY|24.65%
Girls' Frontline Gd DSR-50 Best Offer Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-611275-R|11,580 JPY|19,580 JPY|40.86%
Genshin Impact Barbara 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-137640-R|15,010 JPY|19,580 JPY|23.34%
Anime "Hyperdimension Neptunia" Neptune Little Purple ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140111-R|12,280 JPY|33,000 JPY|62.79%
Hatsune Miku GT Project Racing Miku 2013 Rd.4 SUGO Support Ver. [AQ] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-128688-R|16,180 JPY|16,800 JPY|3.69%
KDcolle Redo of Healer Freia Light Novel Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-125144-R|16,780 JPY|20,680 JPY|18.86%
Mahou Shoujo Misanee Space Suit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-130595-R|9,380 JPY|23,320 JPY|59.78%
Fire Emblem Byleth 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135550-R|24,980 JPY|25,000 JPY|0.08%
A-Z: [D] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-123909-R|9,180 JPY|13,800 JPY|33.48%
Blue Archive Hanako DX Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-167873-R|17,980 JPY|26,840 JPY|33.01%
Fate/Grand Order Lancer/Mysterious Alter Ego Lambda 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149182-R|17,080 JPY|31,680 JPY|46.09%
To Love-Ru Darkness - Lala Satalin Deviluke Maid Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-029603-R|13,950 JPY|14,080 JPY|0.92%
"The Rising of the Shield Hero" Raphtalia Bikini Armor Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160568-R|16,780 JPY|19,800 JPY|15.25%
Love Live! School Idol Festival - Nozomi Tojo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-016333-R|11,680 JPY|17,380 JPY|32.8%
DreamTech Senran Kagura: Shinovi Master -Tokyo Youma Hen- Yumi [Bikini style] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-120393-R|15,180 JPY|16,390 JPY|7.38%
Fate/Grand Order - Archer/Altria Pendragon 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-032880-R|8,770 JPY|13,037 JPY|32.73%
Love Live! - Maki Nishikino Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-009717-R|4,710 JPY|12,980 JPY|63.71%
Fate/Grand Order - Lancer/Scathach 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-029048-R|8,780 JPY|15,950 JPY|44.95%
R-chan Gothic Lolita Ver. illustration by Momoko 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-163384-R|18,980 JPY|27,280 JPY|30.43%
Movie Fate/stay night [Heaven's Feel] Sakura Matou -Makiri's Grail- 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-127870-R|17,980 JPY|22,000 JPY|18.27%
Saekano: How to Raise a Boring Girlfriend Fine Megumi Kato Memorial Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135883-R|13,580 JPY|16,280 JPY|16.58%
Lycoris Recoil Takina Inoue 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154888-R|17,350 JPY|19,500 JPY|11.03%
To Love-Ru Darkness Momo Belia Deviluke Changing Clothes mode 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-147253-R|12,420 JPY|21,780 JPY|42.98%
KDcolle Re:ZERO -Starting Life in Another World- Echidna Tea Party Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-118756-R|17,980 JPY|18,260 JPY|1.53%
Arknights Skadi Elite 2 ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-127366-R|17,420 JPY|18,700 JPY|6.84%
KDcolle Fate/kaleid liner Prisma Illya 3rei!! Illyasviel [Install: Berserker] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-133461-R|11,180 JPY|18,480 JPY|39.5%
Fire Emblem Nohr Noble Corrin 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154891-R|25,180 JPY|28,600 JPY|11.96%
Fate/Apocrypha Jeanne d'Arc & Astolfo TYPE-MOON Racing ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-056434-R|26,080 JPY|27,800 JPY|6.19%
Moen Devil Ver. illustration by Kishi yasuri 1/7 Complete Figure Bonus Inclusive Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-141598-R|11,180 JPY|24,750 JPY|54.83%
Saekano: How to Raise a Boring Girlfriend Flat Utaha Kasumigaoka 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138291-R|5,980 JPY|16,800 JPY|64.4%
Mahou Shoujo Misanee Bunny Girl Style 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-040366-R|16,060 JPY|17,380 JPY|7.59%
[Bonus] Tana Black Bunny Girl 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152316-R|11,680 JPY|20,900 JPY|44.11%
Movie Sword Art Online -Ordinal Scale- Asuna 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-037563-R|17,580 JPY|18,480 JPY|4.87%
Fate/Grand Order Ruler/Altria Pendragon 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140130-R|11,180 JPY|24,200 JPY|53.8%
Azur Lane Baltimore After-School Ace Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148348-R|16,980 JPY|22,880 JPY|25.79%
Fate/Grand Order Caster/Shuten Douji [Halloween] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161592-R|20,710 JPY|39,380 JPY|47.41%
Taimanin Yukikaze 2 Shiranui Mizuki Restraints Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144897-R|14,380 JPY|28,050 JPY|48.73%
Blue Archive Kasuga Tsubaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-134818-R|14,380 JPY|17,380 JPY|17.26%
Senjou no Valkyria - Selvaria Bles Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-4939-R|6,160 JPY|9,680 JPY|36.36%
[Bonus] Native Creators Collection Erika Kuramoto 1/7 Complete Figure [Native Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-044040-R|15,100 JPY|18,129 JPY|16.71%
Azur Lane Belfast The Pledge of Claddagh ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-118991-R|15,380 JPY|21,780 JPY|29.38%
Kantai Collection -Kan Colle- Kashima [Xmas]mode Regular Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148918-R|6,780 JPY|20,900 JPY|67.56%
White Rabbit Illustrated by Rosuuri 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161541-R|12,870 JPY|14,300 JPY|10.0%
Shin Evangelion Movie Mari Makinami Illustrious [Last Mission] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136075-R|8,250 JPY|16,720 JPY|50.66%
ARMS NOTE Buchou-chan of the Swimming Club 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-153566-R|16,560 JPY|19,800 JPY|16.36%
Rascal Does Not Dream of a Knapsack Kid Mai Sakurajima Jewel Princess 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175096-R|1,980 JPY|3,520 JPY|43.75%
KDcolle KONOSUBA-God's blessing on this wonderful world! Aqua: Sneaker Bunko 30th Anniversary ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-153208-R|19,980 JPY|21,780 JPY|8.26%
Girls' Frontline RO635 Enforcer of the Law 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-147907-R|19,180 JPY|28,800 JPY|33.4%
B&W,W-kn [G] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148794-R|14,640 JPY|28,380 JPY|48.41%
Hyperdimension Neptunia Purple Heart 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-122041-R|17,380 JPY|20,680 JPY|15.96%
Character Vocal Series Hatsune Miku 10th Anniversary Ver. Memorial Box 1/7|https://www.amiami.com/eng/detail/?gcode=FIGURE-034792-R|21,790 JPY|25,463 JPY|14.42%
Saekano: How to Raise a Boring Girlfriend Flat - Eriri Spencer Sawamura -Okigaechuu- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-036507-R|11,980 JPY|15,278 JPY|21.59%
Ijuu Senki Series: Tactician Mianji Limited Distribution 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-155581-R|12,780 JPY|26,400 JPY|51.59%
Tomari Original Marinoa Truless 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135523-R|9,450 JPY|18,700 JPY|49.47%
Shugao Illustration Okamizukin-chan 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139033-R|12,980 JPY|22,000 JPY|41.0%
Fate/Grand Order - Ruler/Jeanne d'Arc 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-036428-R|17,130 JPY|19,148 JPY|10.54%
Chichinoe+3 YOUNG HIP Cover Gal Event Limited Ver. 1/7 Complete Figure [OrchidSeed Web Order Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-06778-R|8,480 JPY|9,114 JPY|6.96%
Is the order a Magical Girl? - Magical Girl Chino 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-019066-R|9,080 JPY|13,037 JPY|30.35%
KDcolle Re:ZERO -Starting Life in Another World- Ram: Battle with Roswaal Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-128113-R|13,580 JPY|22,000 JPY|38.27%
Fate/unlimited codes - Saber Lily -The Ever Distant Utopia (Avalon)- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-0528-R|3,760 JPY|10,266 JPY|63.37%
To Love-Ru Darkness Mikan Yuuki Swimsuit Style 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158121-R|13,480 JPY|19,800 JPY|31.92%
Date A Live 1/7 Kurumi Tokisaki [Rasiel] ver. Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173892-R|27,180 JPY|29,700 JPY|8.48%
KDcolle Fate/kaleid liner Prisma Illya Illyasviel Prisma Klangfest Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-045782-R|8,450 JPY|16,280 JPY|48.1%
Yu-Gi-Oh! CARD GAME Monster Figure Collection Sky Striker Ace - Roze 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165788-R|18,780 JPY|22,000 JPY|14.64%
Chainsaw Man Power 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-141973-R|18,720 JPY|34,980 JPY|46.48%
Azur Lane Ayanami Kishin Kasou Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-125362-R|13,120 JPY|25,850 JPY|49.25%
KDcolle The Detective is Already Dead. Light Novel Edition Siesta: Catgirl Maid ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-131366-R|12,280 JPY|17,380 JPY|29.34%
White Rabbit Illustrated by Rosuuri 1/7 Complete Figure Deluxe Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-161540-R|13,770 JPY|16,500 JPY|16.55%
Fate/Extra Nero Claudius & Tamamo no Mae TYPE-MOON Racing ver. 1/7 Complete Figures|https://www.amiami.com/eng/detail/?gcode=FIGURE-611597-R|28,980 JPY|32,800 JPY|11.65%
Blue Archive Hasumi (Track) 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166038-R|18,880 JPY|24,200 JPY|21.98%
[Bonus] [Horse] Different Species Horse Maid Midori-chan 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-159692-R|11,680 JPY|19,800 JPY|41.01%
Demon Slayer: Kimetsu no Yaiba Kanao Tsuyuri 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-122090-R|2,430 JPY|17,380 JPY|86.02%
Fate/Grand Order Caster/Murasaki Shikibu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135882-R|16,980 JPY|29,480 JPY|42.4%
Black Rock Shooter HxxG Edition. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135821-R|21,580 JPY|27,500 JPY|21.53%
Muv-Luv Alternative Total Eclipse - Cryska Barchenowa Lingerie ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-2453-R|5,980 JPY|7,480 JPY|20.05%
Love Live! School Idol Festival - Maki Nishikino 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-018057-R|16,540 JPY|17,380 JPY|4.83%
Re:ZERO -Starting Life in Another World- Rem Wedding Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146063-R|9,980 JPY|17,800 JPY|43.93%
Oyako Rankan - Kotone Kamishiro 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-005023-R|8,380 JPY|14,080 JPY|40.48%
Rascal Does Not Dream of Bunny Girl Senpai Mai Sakurajima -Bunny Girl ver.- 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-139039-R|10,010 JPY|12,650 JPY|20.87%
Azur Lane Ryuho (Firebird's New Year Dance ver.) 1/7 Complete Figure [Kotobukiya Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-128422-R|10,080 JPY|19,250 JPY|47.64%
Fire Emblem Alear 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165695-R|26,550 JPY|32,780 JPY|19.01%
